Setting logging level to DEBUG
2023-10-05 09:27:03.070+00:00 | main | DEBUG | Native | Looking in classpath from jdk.internal.loader.ClassLoaders$AppClassLoader@5bc2b487 for /com/sun/jna/linux-x86-64/libjnidispatch.so
2023-10-05 09:27:03.301+00:00 | main | DEBUG | PlatformDependent0 | Java version: 17
2023-10-05 09:27:03.303+00:00 | main | DEBUG | PlatformDependent0 | sun.misc.Unsafe.theUnsafe: available
2023-10-05 09:27:03.305+00:00 | main | DEBUG | PlatformDependent0 | sun.misc.Unsafe.copyMemory: available
2023-10-05 09:27:03.305+00:00 | main | DEBUG | PlatformDependent0 | sun.misc.Unsafe.storeFence: available
2023-10-05 09:27:03.307+00:00 | main | DEBUG | PlatformDependent0 | java.nio.Buffer.address: available
2023-10-05 09:27:03.308+00:00 | main | DEBUG | PlatformDependent0 | direct buffer constructor: available
2023-10-05 09:27:03.309+00:00 | main | DEBUG | PlatformDependent0 | java.nio.Bits.unaligned: available, true
2023-10-05 09:27:03.311+00:00 | main | DEBUG | PlatformDependent0 | jdk.internal.misc.Unsafe.allocateUninitializedArray(int): available
2023-10-05 09:27:03.312+00:00 | main | DEBUG | PlatformDependent0 | java.nio.DirectByteBuffer.<init>(long, int): available
2023-10-05 09:27:03.313+00:00 | main | DEBUG | PlatformDependent | sun.misc.Unsafe: available
2023-10-05 09:27:03.314+00:00 | main | DEBUG | PlatformDependent | maxDirectMemory: 4148166656 bytes (maybe)
2023-10-05 09:27:03.314+00:00 | main | DEBUG | PlatformDependent | -Dio.netty.tmpdir: /tmp (java.io.tmpdir)
2023-10-05 09:27:03.315+00:00 | main | DEBUG | PlatformDependent | -Dio.netty.bitMode: 64 (sun.arch.data.model)
2023-10-05 09:27:03.316+00:00 | main | DEBUG | PlatformDependent | -Dio.netty.maxDirectMemory: 4148166656 bytes
2023-10-05 09:27:03.316+00:00 | main | DEBUG | PlatformDependent | -Dio.netty.uninitializedArrayAllocationThreshold: 1024
2023-10-05 09:27:03.318+00:00 | main | DEBUG | CleanerJava9 | java.nio.ByteBuffer.cleaner(): available
2023-10-05 09:27:03.319+00:00 | main | DEBUG | PlatformDependent | -Dio.netty.noPreferDirect: false
2023-10-05 09:27:03.327+00:00 | main | DEBUG | NativeLibraryLoader | -Dio.netty.native.workdir: /tmp (io.netty.tmpdir)
2023-10-05 09:27:03.328+00:00 | main | DEBUG | NativeLibraryLoader | -Dio.netty.native.deleteLibAfterLoading: true
2023-10-05 09:27:03.328+00:00 | main | DEBUG | NativeLibraryLoader | -Dio.netty.native.tryPatchShadedId: true
2023-10-05 09:27:03.328+00:00 | main | DEBUG | NativeLibraryLoader | -Dio.netty.native.detectNativeLibraryDuplicates: true
2023-10-05 09:27:03.340+00:00 | main | DEBUG | NativeLibraryLoader | Successfully loaded the library /tmp/libnetty_transport_native_epoll_x86_647998947779818904407.so
2023-10-05 09:27:03.346+00:00 | main | DEBUG | NetUtil | -Djava.net.preferIPv4Stack: false
2023-10-05 09:27:03.346+00:00 | main | DEBUG | NetUtil | -Djava.net.preferIPv6Addresses: false
2023-10-05 09:27:03.350+00:00 | main | DEBUG | NetUtilInitializations | Loopback interface: lo (lo, 127.0.0.1)
2023-10-05 09:27:03.352+00:00 | main | DEBUG | NetUtil | /proc/sys/net/core/somaxconn: 4096
2023-10-05 09:27:03.379+00:00 | main | DEBUG | ResourceLeakDetector | -Dio.netty.leakDetection.level: simple
2023-10-05 09:27:03.380+00:00 | main | DEBUG | ResourceLeakDetector | -Dio.netty.leakDetection.targetRecords: 4
2023-10-05 09:27:03.415+00:00 | main | DEBUG | MultithreadEventLoopGroup | -Dio.netty.eventLoopThreads: 24
2023-10-05 09:27:03.428+00:00 | main | DEBUG | GlobalEventExecutor | -Dio.netty.globalEventExecutor.quietPeriodSeconds: 1
2023-10-05 09:27:03.441+00:00 | main | DEBUG | InternalThreadLocalMap | -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
2023-10-05 09:27:03.442+00:00 | main | DEBUG | InternalThreadLocalMap | -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
2023-10-05 09:27:03.463+00:00 | main | DEBUG | PlatformDependent | org.jctools-core.MpscChunkedArrayQueue: available
2023-10-05 09:27:03.559+00:00 | main | DEBUG | DefaultDnsServerAddressStreamProvider | Default DNS servers: [/127.0.0.11:53] (sun.net.dns.ResolverConfiguration)
2023-10-05 09:27:03.603+00:00 | main | DEBUG | DefaultHostsFileEntriesResolver | -Dio.netty.hostsFileRefreshInterval: 0
2023-10-05 09:27:04.253+00:00 | main | WARN  | Besu | --graphql-http-host has been ignored because --graphql-http-enabled was not defined on the command line.
2023-10-05 09:27:04.256+00:00 | main | DEBUG | Besu | Static Nodes file: /opt/besu/data/static-nodes.json
2023-10-05 09:27:04.258+00:00 | main | DEBUG | StaticNodesParser | StaticNodes file /opt/besu/data/static-nodes.json does not exist, no static connections will be created.
2023-10-05 09:27:04.296+00:00 | main | DEBUG | NativeLibrary | Looking for library 'jemalloc'
2023-10-05 09:27:04.297+00:00 | main | DEBUG | NativeLibrary | Adding paths from jna.library.path: null
2023-10-05 09:27:04.297+00:00 | main | DEBUG | NativeLibrary | Trying libjemalloc.so
2023-10-05 09:27:04.298+00:00 | main | DEBUG | NativeLibrary | Found library 'jemalloc' at libjemalloc.so
2023-10-05 09:27:04.377+00:00 | main | DEBUG | NativeLibrary | Looking for library 'udev'
2023-10-05 09:27:04.377+00:00 | main | DEBUG | NativeLibrary | Adding paths from jna.library.path: null
2023-10-05 09:27:04.378+00:00 | main | DEBUG | NativeLibrary | Trying libudev.so
2023-10-05 09:27:04.379+00:00 | main | DEBUG | NativeLibrary | Loading failed with message: libudev.so: cannot open shared object file: No such file or directory
2023-10-05 09:27:04.379+00:00 | main | DEBUG | NativeLibrary | Adding system paths: [/usr/lib/x86_64-linux-gnu, /lib/x86_64-linux-gnu, /usr/lib64, /lib64, /usr/lib, /lib]
2023-10-05 09:27:04.380+00:00 | main | DEBUG | NativeLibrary | Trying libudev.so
2023-10-05 09:27:04.381+00:00 | main | DEBUG | NativeLibrary | Loading failed with message: libudev.so: cannot open shared object file: No such file or directory
2023-10-05 09:27:04.381+00:00 | main | DEBUG | NativeLibrary | Looking for version variants
2023-10-05 09:27:04.384+00:00 | main | DEBUG | NativeLibrary | Trying /usr/lib/x86_64-linux-gnu/libudev.so.1.7.2
2023-10-05 09:27:04.385+00:00 | main | DEBUG | NativeLibrary | Found library 'udev' at /usr/lib/x86_64-linux-gnu/libudev.so.1.7.2
2023-10-05 09:27:04.405+00:00 | main | DEBUG | FileUtil | Reading file /proc/self/auxv
2023-10-05 09:27:04.408+00:00 | main | DEBUG | FileUtil | Reading file /proc/self/auxv
2023-10-05 09:27:04.419+00:00 | main | DEBUG | FileUtil | Reading file /proc/stat
2023-10-05 09:27:04.429+00:00 | main | DEBUG | FileUtil | Reading file /proc/meminfo
2023-10-05 09:27:04.456+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/topology/core_id
2023-10-05 09:27:04.457+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/topology/core_id
2023-10-05 09:27:04.458+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/topology/physical_package_id
2023-10-05 09:27:04.458+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/topology/physical_package_id
2023-10-05 09:27:04.459+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cpu_capacity
2023-10-05 09:27:04.465+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/level
2023-10-05 09:27:04.465+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/level
2023-10-05 09:27:04.466+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/type
2023-10-05 09:27:04.467+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/type
2023-10-05 09:27:04.469+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/ways_of_associativity
2023-10-05 09:27:04.471+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/ways_of_associativity
2023-10-05 09:27:04.474+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/coherency_line_size
2023-10-05 09:27:04.476+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/coherency_line_size
2023-10-05 09:27:04.477+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/size
2023-10-05 09:27:04.477+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index2/size
2023-10-05 09:27:04.479+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/level
2023-10-05 09:27:04.480+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/level
2023-10-05 09:27:04.481+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/type
2023-10-05 09:27:04.482+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/type
2023-10-05 09:27:04.484+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/ways_of_associativity
2023-10-05 09:27:04.485+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/ways_of_associativity
2023-10-05 09:27:04.486+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/coherency_line_size
2023-10-05 09:27:04.487+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/coherency_line_size
2023-10-05 09:27:04.489+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/size
2023-10-05 09:27:04.490+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index0/size
2023-10-05 09:27:04.494+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/level
2023-10-05 09:27:04.494+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/level
2023-10-05 09:27:04.495+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/type
2023-10-05 09:27:04.495+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/type
2023-10-05 09:27:04.496+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/ways_of_associativity
2023-10-05 09:27:04.496+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/ways_of_associativity
2023-10-05 09:27:04.497+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/coherency_line_size
2023-10-05 09:27:04.497+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/coherency_line_size
2023-10-05 09:27:04.498+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/size
2023-10-05 09:27:04.499+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index3/size
2023-10-05 09:27:04.500+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/level
2023-10-05 09:27:04.500+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/level
2023-10-05 09:27:04.501+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/type
2023-10-05 09:27:04.501+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/type
2023-10-05 09:27:04.502+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/ways_of_associativity
2023-10-05 09:27:04.503+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/ways_of_associativity
2023-10-05 09:27:04.503+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/coherency_line_size
2023-10-05 09:27:04.504+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/coherency_line_size
2023-10-05 09:27:04.504+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/size
2023-10-05 09:27:04.505+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu0/cache/index1/size
2023-10-05 09:27:04.507+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/topology/core_id
2023-10-05 09:27:04.507+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/topology/core_id
2023-10-05 09:27:04.508+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/topology/physical_package_id
2023-10-05 09:27:04.508+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/topology/physical_package_id
2023-10-05 09:27:04.509+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cpu_capacity
2023-10-05 09:27:04.510+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/level
2023-10-05 09:27:04.510+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/level
2023-10-05 09:27:04.511+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/type
2023-10-05 09:27:04.512+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/type
2023-10-05 09:27:04.512+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/ways_of_associativity
2023-10-05 09:27:04.513+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/ways_of_associativity
2023-10-05 09:27:04.513+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/coherency_line_size
2023-10-05 09:27:04.514+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/coherency_line_size
2023-10-05 09:27:04.514+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/size
2023-10-05 09:27:04.515+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index2/size
2023-10-05 09:27:04.515+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/level
2023-10-05 09:27:04.516+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/level
2023-10-05 09:27:04.517+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/type
2023-10-05 09:27:04.518+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/type
2023-10-05 09:27:04.519+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/ways_of_associativity
2023-10-05 09:27:04.519+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/ways_of_associativity
2023-10-05 09:27:04.520+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/coherency_line_size
2023-10-05 09:27:04.521+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/coherency_line_size
2023-10-05 09:27:04.522+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/size
2023-10-05 09:27:04.522+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index0/size
2023-10-05 09:27:04.523+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/level
2023-10-05 09:27:04.523+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/level
2023-10-05 09:27:04.526+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/type
2023-10-05 09:27:04.527+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/type
2023-10-05 09:27:04.528+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/ways_of_associativity
2023-10-05 09:27:04.528+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/ways_of_associativity
2023-10-05 09:27:04.529+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/coherency_line_size
2023-10-05 09:27:04.530+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/coherency_line_size
2023-10-05 09:27:04.531+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/size
2023-10-05 09:27:04.531+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index3/size
2023-10-05 09:27:04.532+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/level
2023-10-05 09:27:04.533+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/level
2023-10-05 09:27:04.533+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/type
2023-10-05 09:27:04.534+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/type
2023-10-05 09:27:04.534+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/ways_of_associativity
2023-10-05 09:27:04.535+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/ways_of_associativity
2023-10-05 09:27:04.535+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/coherency_line_size
2023-10-05 09:27:04.536+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/coherency_line_size
2023-10-05 09:27:04.536+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/size
2023-10-05 09:27:04.536+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu1/cache/index1/size
2023-10-05 09:27:04.539+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/topology/core_id
2023-10-05 09:27:04.540+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/topology/core_id
2023-10-05 09:27:04.543+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/topology/physical_package_id
2023-10-05 09:27:04.545+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/topology/physical_package_id
2023-10-05 09:27:04.546+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cpu_capacity
2023-10-05 09:27:04.547+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/level
2023-10-05 09:27:04.548+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/level
2023-10-05 09:27:04.548+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/type
2023-10-05 09:27:04.549+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/type
2023-10-05 09:27:04.549+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/ways_of_associativity
2023-10-05 09:27:04.550+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/ways_of_associativity
2023-10-05 09:27:04.552+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/coherency_line_size
2023-10-05 09:27:04.552+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/coherency_line_size
2023-10-05 09:27:04.555+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/size
2023-10-05 09:27:04.555+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index2/size
2023-10-05 09:27:04.556+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/level
2023-10-05 09:27:04.557+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/level
2023-10-05 09:27:04.557+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/type
2023-10-05 09:27:04.558+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/type
2023-10-05 09:27:04.559+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/ways_of_associativity
2023-10-05 09:27:04.560+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/ways_of_associativity
2023-10-05 09:27:04.560+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/coherency_line_size
2023-10-05 09:27:04.561+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/coherency_line_size
2023-10-05 09:27:04.562+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/size
2023-10-05 09:27:04.567+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index0/size
2023-10-05 09:27:04.568+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/level
2023-10-05 09:27:04.571+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/level
2023-10-05 09:27:04.571+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/type
2023-10-05 09:27:04.572+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/type
2023-10-05 09:27:04.572+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/ways_of_associativity
2023-10-05 09:27:04.572+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/ways_of_associativity
2023-10-05 09:27:04.573+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/coherency_line_size
2023-10-05 09:27:04.573+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/coherency_line_size
2023-10-05 09:27:04.573+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/size
2023-10-05 09:27:04.574+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index3/size
2023-10-05 09:27:04.574+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/level
2023-10-05 09:27:04.579+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/level
2023-10-05 09:27:04.579+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/type
2023-10-05 09:27:04.581+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/type
2023-10-05 09:27:04.582+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/ways_of_associativity
2023-10-05 09:27:04.582+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/ways_of_associativity
2023-10-05 09:27:04.583+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/coherency_line_size
2023-10-05 09:27:04.583+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/coherency_line_size
2023-10-05 09:27:04.584+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/size
2023-10-05 09:27:04.591+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu10/cache/index1/size
2023-10-05 09:27:04.593+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu11/topology/core_id
2023-10-05 09:27:04.593+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu11/topology/core_id
2023-10-05 09:27:04.593+00:00 | main | DEBUG | FileUtil | Reading file /sys/devices/system/cpu/cpu11/topology/physical_package_id
